id,age,anciennete,satisfaction,salaire,depart,promotions_recues,annees_depuis_derniere_promotion,jours_absence,niveau_etude,type_poste,type_contrat,departement
7466,33,18,0.16,31759,1,2,1,3,Bac,Technicien,CDI,Production
7467,24,6,0.24,42789,0,2,1,26,Bac,Commercial,CDD,Finance
7468,60,16,0.15,56645,1,4,5,2,Doctorat,Directeur,CDI,RH
7469,35,1,0.46,37810,0,4,7,3,Licence,Directeur,CDD,Production
7470,49,15,0.4,41214,1,3,7,29,Bac,Technicien,CDI,Finance
7471,32,17,0.67,33121,1,4,7,21,Bac,Directeur,CDD,Production
7472,60,0,0.58,57482,1,3,9,5,Licence,Manager,CDD,RH
7473,46,2,0.64,60472,0,0,6,29,Doctorat,Technicien,CDD,RH
7474,42,20,0.52,37000,1,2,1,26,Bac,Directeur,CDI,Production
7475,31,29,0.35,59087,0,3,9,21,Bac,Technicien,CDI,Production
7476,36,10,0.96,28941,1,0,1,21,Licence,Manager,CDD,Ventes
7477,40,21,0.18,62106,1,2,9,3,Master,Manager,CDI,IT
7478,43,24,0.95,29321,0,1,6,26,Doctorat,Directeur,CDI,Finance
7479,42,2,0.38,46038,0,0,3,6,Bac,Technicien,CDD,RH
7480,53,29,0.56,31068,1,1,5,6,Master,Manager,CDI,RH
7481,44,23,0.2,49122,0,4,8,17,Bac,Commercial,CDI,Finance
7482,34,22,0.16,67361,1,3,4,11,Bac,Technicien,CDI,Production
7483,26,7,0.49,69354,0,2,9,15,Master,Commercial,CDD,Ventes
7484,25,3,0.77,28791,1,4,3,5,Licence,Commercial,CDD,Finance
7485,49,30,0.34,38136,0,0,2,4,Doctorat,Technicien,CDI,Production
7486,35,28,0.61,43747,0,4,6,9,Licence,Directeur,CDI,RH
7487,29,12,0.35,28743,0,1,6,16,Bac,Manager,CDI,Production
7488,30,8,0.45,34524,0,1,6,29,Licence,Directeur,CDI,IT
7489,56,20,0.92,41866,1,3,4,2,Bac,Technicien,CDD,Ventes
7490,58,2,0.87,67342,0,4,9,8,Bac,Commercial,CDI,IT
7491,42,24,0.56,44315,0,2,7,28,Master,Commercial,CDD,IT
7492,39,24,0.31,57911,0,1,1,26,Master,Commercial,CDD,Production
7493,54,11,0.27,60961,1,0,3,24,Licence,Directeur,CDD,Production
7494,29,28,0.96,68662,1,4,0,9,Master,Directeur,CDI,Finance
7495,38,10,0.28,32274,0,2,5,24,Bac,Commercial,CDI,RH
7496,52,10,0.83,57838,1,2,5,26,Licence,Manager,CDI,Ventes
7497,55,25,0.43,42332,1,2,2,9,Master,Technicien,CDD,IT
7498,27,13,0.99,52793,0,2,0,20,Licence,Directeur,CDI,Production
7499,43,15,0.43,64350,1,1,4,5,Doctorat,Commercial,CDD,RH
7500,35,9,0.42,43418,0,3,0,24,Licence,Commercial,CDI,Finance
7501,24,30,0.67,68897,0,4,2,3,Doctorat,Technicien,CDI,Production
7502,33,30,0.97,39682,1,1,7,10,Bac,Directeur,CDI,Finance
7503,57,9,0.98,49727,1,3,9,19,Licence,Manager,CDD,Production
7504,33,25,0.74,31903,0,2,8,27,Bac,Directeur,CDD,Ventes
7505,23,19,0.78,40115,0,0,2,8,Bac,Manager,CDI,IT
7506,23,8,0.61,35962,0,2,8,11,Licence,Directeur,CDI,Finance
7507,36,14,0.78,40025,1,3,6,22,Master,Directeur,CDI,Finance
7508,44,8,0.87,57903,1,3,7,21,Master,Manager,CDD,Finance
7509,50,6,0.54,44907,1,0,5,9,Licence,Directeur,CDI,Production
7510,38,25,0.66,31296,1,1,4,5,Doctorat,Commercial,CDI,Finance
7511,53,23,0.58,48863,0,0,9,12,Bac,Commercial,CDD,Production
7512,28,11,0.61,68479,1,2,7,4,Doctorat,Directeur,CDD,Production
7513,51,19,0.9,33685,1,4,1,27,Bac,Manager,CDD,Ventes
7514,49,13,0.42,34647,1,1,6,26,Licence,Directeur,CDI,Production
7515,35,21,0.29,58145,0,4,0,3,Licence,Commercial,CDD,RH
7516,51,15,0.51,68562,1,4,6,2,Master,Commercial,CDD,Finance
7517,38,28,0.29,66358,0,1,5,29,Bac,Commercial,CDD,IT
7518,53,31,0.55,48767,1,2,3,22,Bac,Technicien,CDD,Finance
7519,27,18,0.91,61166,0,3,2,4,Doctorat,Commercial,CDI,RH
7520,45,31,0.66,33430,0,2,8,17,Licence,Directeur,CDD,Production
7521,27,19,0.87,31880,0,3,5,2,Bac,Commercial,CDD,Ventes
7522,48,19,0.25,28126,0,3,5,4,Licence,Commercial,CDI,Production
7523,39,7,0.91,46154,1,1,0,8,Bac,Manager,CDI,Ventes
7524,45,12,0.64,67793,1,1,4,27,Doctorat,Directeur,CDD,IT
7525,58,5,0.13,33925,1,0,6,5,Master,Commercial,CDD,Finance
7526,45,15,0.67,30081,0,4,3,14,Bac,Technicien,CDD,Production
7527,59,4,0.96,62825,0,4,1,26,Licence,Commercial,CDI,Ventes
7528,55,33,0.17,33287,0,4,8,17,Doctorat,Commercial,CDI,Ventes
7529,36,5,0.62,66671,0,4,5,7,Licence,Technicien,CDI,RH
7530,32,32,0.92,33335,1,0,8,11,Bac,Directeur,CDI,RH
7531,43,14,0.11,30989,1,3,7,29,Master,Directeur,CDI,Finance
7532,45,14,0.67,68343,0,0,0,21,Doctorat,Commercial,CDI,Ventes
7533,22,13,0.53,56173,1,1,1,5,Master,Manager,CDD,IT
7534,39,4,0.41,33721,0,2,1,28,Master,Commercial,CDI,Ventes
7535,33,25,0.66,44723,1,3,1,29,Licence,Directeur,CDI,Ventes
7536,49,16,0.15,30728,1,3,3,7,Licence,Manager,CDD,Production
7537,28,15,0.78,45975,0,0,6,22,Doctorat,Technicien,CDD,Production
7538,44,22,0.1,52227,1,1,6,14,Master,Commercial,CDI,RH
7539,42,12,0.38,50167,0,1,0,15,Bac,Technicien,CDD,Production
7540,55,32,0.55,63929,1,3,7,28,Bac,Technicien,CDI,Ventes
7541,32,28,0.44,37500,0,0,3,4,Bac,Commercial,CDD,Production
7542,43,33,0.38,36175,0,4,7,10,Bac,Technicien,CDD,RH
7543,56,33,0.85,65397,0,3,9,29,Licence,Commercial,CDI,Finance
7544,50,26,0.94,34901,1,4,8,24,Master,Directeur,CDI,IT
7545,49,14,0.89,38890,1,2,6,16,Master,Directeur,CDI,Ventes
7546,39,8,0.57,39315,0,1,2,12,Doctorat,Manager,CDI,IT
7547,35,25,0.9,43426,0,3,2,19,Bac,Manager,CDI,Finance
7548,39,2,0.93,59316,1,2,4,25,Master,Technicien,CDI,Ventes
7549,49,4,0.47,63065,0,4,6,27,Licence,Manager,CDI,IT
7550,45,19,0.36,43239,0,3,6,26,Doctorat,Directeur,CDD,Finance
7551,29,19,0.19,42750,1,2,8,24,Bac,Manager,CDI,Ventes
7552,29,4,0.53,51674,0,3,0,15,Doctorat,Technicien,CDI,Finance
7553,25,9,0.95,41513,0,2,2,17,Master,Manager,CDI,Ventes
7554,48,15,0.6,54085,0,2,0,12,Licence,Directeur,CDD,Ventes
7555,57,24,0.7,66086,1,4,5,28,Master,Manager,CDI,Finance
7556,26,24,0.2,54156,1,1,9,2,Doctorat,Technicien,CDI,RH
7557,54,29,0.23,47817,0,0,6,2,Licence,Directeur,CDD,IT
7558,55,13,0.52,32633,0,2,1,5,Master,Commercial,CDI,RH
7559,51,21,0.96,62819,1,1,8,14,Master,Manager,CDD,Production
7560,29,27,0.42,31876,0,0,4,18,Licence,Technicien,CDI,IT
7561,60,29,0.89,33908,0,4,2,2,Master,Manager,CDI,Ventes
7562,47,18,0.21,34427,0,3,6,20,Bac,Commercial,CDD,IT
7563,58,19,0.66,29823,1,1,6,28,Master,Commercial,CDI,IT
7564,55,21,0.64,63508,1,3,0,2,Doctorat,Manager,CDD,Production
7565,28,14,0.87,62556,1,3,5,20,Master,Directeur,CDI,RH
7566,49,10,0.1,43641,0,0,2,2,Licence,Directeur,CDD,Ventes
7567,60,33,0.27,38896,0,1,6,17,Bac,Directeur,CDD,IT
7568,60,23,0.3,40915,1,2,4,7,Master,Commercial,CDI,RH
7569,49,5,0.95,47804,0,0,3,15,Master,Commercial,CDD,Production
7570,35,16,0.24,47411,1,1,9,2,Doctorat,Technicien,CDD,RH
7571,59,27,0.13,31101,0,2,6,21,Doctorat,Manager,CDI,Production
7572,25,30,0.58,56536,1,3,6,10,Master,Technicien,CDI,IT
7573,39,8,0.58,66641,1,4,7,15,Doctorat,Directeur,CDI,Ventes
7574,46,9,0.86,31588,1,4,4,1,Master,Technicien,CDD,RH
7575,28,20,0.95,42709,0,0,3,0,Licence,Technicien,CDD,Production
7576,59,33,0.58,48229,0,2,0,7,Master,Commercial,CDD,Ventes
7577,49,30,0.94,50121,1,2,3,11,Licence,Directeur,CDI,IT
7578,26,28,0.75,53723,0,4,9,18,Bac,Manager,CDI,RH
7579,24,10,0.34,39709,1,2,0,17,Licence,Technicien,CDD,Finance
7580,52,32,0.94,29417,1,1,6,17,Bac,Manager,CDD,Ventes
7581,41,0,0.7,48293,1,1,5,20,Bac,Commercial,CDD,RH
7582,40,20,0.47,63540,1,4,6,21,Bac,Directeur,CDD,Production
7583,32,22,0.71,54745,0,3,7,10,Doctorat,Manager,CDD,Finance
7584,24,8,0.46,63017,1,3,5,29,Master,Manager,CDI,Ventes
7585,44,0,0.2,48242,0,3,1,17,Licence,Manager,CDI,Finance
7586,28,20,0.75,30749,1,4,1,5,Bac,Manager,CDI,Ventes
7587,44,21,0.84,60008,1,0,8,0,Licence,Technicien,CDI,IT
7588,28,3,0.76,46989,1,2,5,8,Bac,Technicien,CDI,Production
7589,55,0,0.31,62615,1,1,5,19,Doctorat,Directeur,CDI,Production
7590,40,9,0.96,36770,1,1,0,15,Bac,Directeur,CDI,IT
7591,30,14,0.12,29136,1,0,7,28,Bac,Directeur,CDI,Ventes
7592,39,28,0.4,39602,1,2,7,29,Master,Commercial,CDD,Ventes
7593,46,4,0.33,63901,0,3,3,28,Licence,Technicien,CDI,Production
7594,35,28,0.14,38466,0,1,6,4,Master,Commercial,CDI,RH
7595,46,26,0.47,38413,0,3,8,18,Doctorat,Technicien,CDI,Ventes
7596,40,24,0.66,29157,0,3,0,21,Licence,Commercial,CDD,IT
7597,60,15,0.89,35452,0,4,4,16,Doctorat,Technicien,CDD,Production
7598,36,15,0.99,40050,1,4,7,22,Bac,Manager,CDD,IT
7599,37,24,0.83,54225,1,2,6,7,Doctorat,Technicien,CDI,IT
7600,48,0,0.52,68043,0,1,9,18,Licence,Technicien,CDI,Ventes
7601,31,4,0.75,42478,1,4,3,17,Licence,Technicien,CDI,IT
7602,25,19,0.86,57240,1,2,2,11,Licence,Directeur,CDD,Production
7603,40,4,0.52,49797,1,0,0,15,Master,Directeur,CDI,RH
7604,49,28,0.81,65140,0,3,2,13,Bac,Commercial,CDD,Production
7605,42,33,0.53,33611,0,1,1,3,Licence,Directeur,CDI,Finance
7606,35,17,0.45,45970,0,1,4,7,Doctorat,Technicien,CDI,Production
7607,54,1,0.57,58166,1,2,0,26,Doctorat,Commercial,CDI,Finance
7608,31,15,0.71,46707,0,4,3,23,Doctorat,Technicien,CDD,Ventes
7609,40,28,0.75,28233,1,3,7,29,Licence,Commercial,CDI,Finance
7610,51,32,0.42,60001,1,3,8,11,Licence,Commercial,CDI,RH
7611,43,15,0.61,68684,1,1,0,10,Doctorat,Commercial,CDD,Ventes
7612,24,16,0.92,28031,1,1,2,12,Doctorat,Directeur,CDI,RH
7613,58,3,0.98,56014,1,3,5,7,Bac,Manager,CDD,Finance
7614,39,3,0.3,53947,0,0,4,17,Licence,Directeur,CDD,Ventes
7615,32,24,0.27,36951,0,2,0,12,Doctorat,Manager,CDI,Finance
7616,23,32,0.71,31203,0,0,1,3,Licence,Manager,CDD,IT
7617,33,13,0.47,66662,1,4,1,25,Bac,Technicien,CDD,RH
7618,27,23,0.12,29794,0,0,6,0,Master,Commercial,CDD,IT
7619,50,10,0.41,28761,0,0,5,26,Licence,Technicien,CDD,RH
7620,51,24,0.83,56936,1,4,5,22,Licence,Technicien,CDI,RH
7621,23,27,0.82,43574,0,2,0,9,Bac,Commercial,CDD,Ventes
7622,30,6,0.55,61049,1,3,0,5,Licence,Manager,CDI,IT
7623,23,9,0.53,32071,1,0,3,10,Doctorat,Manager,CDI,Finance
7624,50,30,0.62,40095,1,2,9,6,Bac,Directeur,CDD,Ventes
7625,54,18,0.3,49009,1,4,5,9,Master,Directeur,CDI,RH
7626,31,17,0.57,56631,0,2,5,11,Bac,Directeur,CDD,Finance
7627,55,5,0.11,50362,0,0,4,20,Doctorat,Directeur,CDI,RH
7628,29,27,0.53,58700,1,3,3,21,Licence,Manager,CDD,RH
7629,58,6,0.4,59232,0,4,1,27,Bac,Commercial,CDD,Finance
7630,54,11,0.71,69775,0,4,6,5,Doctorat,Technicien,CDI,Production
7631,27,33,0.67,45854,1,0,5,5,Doctorat,Commercial,CDD,Finance
7632,40,24,0.44,31287,1,2,6,24,Doctorat,Technicien,CDD,Ventes
7633,53,16,0.11,50090,1,3,2,29,Bac,Technicien,CDD,Finance
7634,48,32,0.33,55161,0,4,0,3,Bac,Manager,CDI,Ventes
7635,22,22,0.67,44894,0,0,0,1,Bac,Technicien,CDI,IT
7636,54,8,0.17,68729,1,0,3,24,Master,Directeur,CDI,Finance
7637,53,5,0.2,53130,1,1,3,25,Doctorat,Directeur,CDD,IT
7638,26,1,0.68,67552,1,1,6,6,Bac,Technicien,CDD,Finance
7639,38,8,0.78,55718,0,2,6,20,Bac,Commercial,CDI,Ventes
7640,29,2,0.39,67356,1,0,3,21,Licence,Technicien,CDI,IT
7641,55,15,0.54,62633,0,2,6,26,Licence,Directeur,CDI,Production
7642,30,24,0.95,28765,1,2,7,6,Bac,Technicien,CDI,Finance
7643,44,23,0.95,60158,0,3,8,20,Bac,Technicien,CDI,Ventes
7644,56,28,0.38,52640,0,1,5,20,Master,Technicien,CDI,Ventes
7645,28,25,0.83,64217,1,2,3,21,Licence,Manager,CDD,RH
7646,36,22,0.63,33765,0,3,9,23,Master,Technicien,CDI,Ventes
7647,41,3,0.98,43461,0,3,1,28,Bac,Commercial,CDD,Ventes
7648,46,13,0.53,43336,0,1,8,1,Master,Commercial,CDI,Finance
7649,24,6,0.8,58761,1,1,6,26,Doctorat,Directeur,CDI,IT
7650,45,7,0.79,65742,0,0,5,9,Master,Commercial,CDD,Finance
7651,55,18,0.55,29383,0,2,3,24,Licence,Manager,CDI,Finance
7652,43,1,0.82,43458,0,3,3,13,Licence,Commercial,CDI,Production
7653,32,0,0.33,30435,1,0,1,25,Licence,Commercial,CDD,Production
7654,29,12,0.21,56736,1,2,0,4,Licence,Directeur,CDD,Finance
7655,60,23,0.48,57992,1,2,4,19,Bac,Directeur,CDI,Production
7656,56,31,0.95,62218,0,0,5,7,Licence,Technicien,CDD,RH
7657,59,29,0.55,68692,1,3,9,19,Bac,Commercial,CDD,Ventes
7658,29,5,0.67,51442,1,0,8,17,Doctorat,Directeur,CDI,Finance
7659,58,32,0.66,51700,1,2,0,20,Licence,Technicien,CDI,IT
7660,48,22,0.22,66396,1,0,4,4,Doctorat,Manager,CDI,Production
7661,49,9,0.45,44825,0,0,4,3,Doctorat,Technicien,CDD,RH
7662,55,14,0.74,54013,1,2,8,18,Bac,Technicien,CDI,Production
7663,53,22,0.97,55763,1,1,3,10,Master,Technicien,CDI,RH
7664,36,0,0.25,57574,1,3,2,4,Licence,Technicien,CDD,RH
7665,38,7,0.47,30367,1,2,2,15,Licence,Commercial,CDD,RH
7666,54,2,0.19,32865,0,1,5,8,Master,Technicien,CDD,Finance
7667,37,13,0.32,69842,0,0,0,24,Licence,Manager,CDI,Ventes
7668,50,16,0.44,67927,1,1,0,24,Bac,Technicien,CDI,Finance
7669,30,33,0.59,33198,0,2,0,5,Master,Manager,CDI,Ventes
7670,54,5,0.31,59076,0,2,6,7,Licence,Directeur,CDD,IT
7671,50,4,0.3,35286,1,0,4,0,Licence,Technicien,CDI,Production
7672,34,28,0.8,58281,0,2,8,0,Bac,Directeur,CDD,Finance
7673,42,17,0.97,47734,1,4,2,22,Licence,Manager,CDI,Production
7674,42,29,0.39,30829,0,1,5,27,Bac,Technicien,CDD,Production
7675,26,14,0.72,63381,1,4,6,4,Doctorat,Commercial,CDI,IT
7676,31,14,0.33,29915,0,4,2,17,Licence,Technicien,CDI,Production
7677,27,15,0.94,67980,0,1,8,3,Master,Commercial,CDI,Ventes
7678,34,32,0.71,37440,1,2,1,15,Bac,Commercial,CDI,Finance
7679,22,9,0.82,32819,0,1,6,19,Bac,Directeur,CDI,IT
7680,41,18,0.14,35879,1,0,9,21,Licence,Directeur,CDI,Ventes
7681,29,2,0.64,52816,0,4,3,23,Bac,Commercial,CDI,Ventes
7682,31,3,0.57,60225,1,4,8,28,Doctorat,Directeur,CDD,IT
7683,30,10,0.36,38334,0,2,6,18,Bac,Commercial,CDD,IT
7684,24,32,0.34,69324,0,1,7,27,Doctorat,Manager,CDD,Production
7685,32,27,0.62,45592,0,3,9,27,Master,Manager,CDD,RH
7686,33,31,0.74,57831,0,2,2,29,Bac,Technicien,CDD,Ventes
7687,31,15,0.13,32120,0,2,5,6,Master,Directeur,CDI,Ventes
7688,46,8,0.61,38557,1,2,3,14,Doctorat,Manager,CDD,RH
7689,46,10,0.25,67244,1,1,3,17,Bac,Manager,CDD,Ventes
7690,32,5,0.23,30961,1,2,1,8,Doctorat,Manager,CDI,Finance
7691,57,26,0.66,40849,1,0,9,27,Doctorat,Commercial,CDD,Production
7692,60,11,0.38,49160,0,0,8,6,Master,Directeur,CDD,Production
7693,47,21,0.5,60545,1,4,0,0,Master,Manager,CDD,Finance
7694,35,20,0.42,38339,1,4,0,12,Master,Manager,CDD,RH
7695,60,32,0.68,29616,0,1,6,3,Doctorat,Directeur,CDI,IT
7696,22,16,0.52,36911,1,3,9,1,Doctorat,Commercial,CDD,Ventes
7697,25,28,0.97,53549,0,4,6,9,Master,Manager,CDI,Ventes
7698,51,9,0.42,34825,1,4,3,4,Doctorat,Directeur,CDD,IT
7699,33,17,0.77,46230,0,4,7,24,Master,Commercial,CDD,IT
7700,56,12,0.33,36882,0,4,4,2,Licence,Directeur,CDD,RH
7701,34,26,0.56,60855,0,2,5,4,Bac,Manager,CDI,Ventes
7702,52,9,0.6,44308,1,4,3,10,Licence,Directeur,CDD,IT
7703,59,31,0.4,53069,0,1,2,25,Doctorat,Technicien,CDI,Ventes
7704,44,2,0.52,50500,1,2,1,17,Bac,Directeur,CDD,Finance
7705,25,21,0.35,43874,0,2,7,19,Doctorat,Technicien,CDD,IT
7706,37,26,0.11,37333,0,1,4,1,Doctorat,Commercial,CDD,RH
7707,28,2,0.29,28977,0,3,9,23,Bac,Technicien,CDD,RH
7708,43,32,0.73,54810,0,4,5,22,Doctorat,Commercial,CDI,Ventes
7709,50,1,0.79,53117,0,0,5,15,Doctorat,Directeur,CDI,Ventes
7710,32,10,0.35,34722,0,3,3,22,Doctorat,Technicien,CDD,RH
7711,54,9,0.47,43670,1,4,8,22,Master,Technicien,CDD,Ventes
7712,50,32,0.13,41217,0,0,6,24,Doctorat,Manager,CDI,RH
7713,60,6,0.31,69770,0,2,9,17,Bac,Directeur,CDI,Production
7714,33,14,0.8,48891,1,2,7,5,Licence,Directeur,CDI,RH
7715,28,25,0.65,64260,1,2,6,14,Bac,Technicien,CDD,Production
7716,60,10,0.29,59814,0,4,3,11,Bac,Directeur,CDD,Finance
7717,47,26,0.33,32925,0,1,8,28,Licence,Commercial,CDD,Finance
7718,30,6,0.84,45517,0,2,1,29,Doctorat,Directeur,CDI,Finance
7719,55,0,0.29,43218,0,2,4,3,Licence,Manager,CDI,IT
7720,34,9,0.4,65633,1,2,1,28,Licence,Commercial,CDD,RH
7721,57,20,0.7,52153,1,4,7,11,Master,Manager,CDI,Production
7722,46,14,0.61,69528,1,0,8,25,Master,Directeur,CDI,Production
7723,45,29,0.51,37513,1,3,2,10,Bac,Commercial,CDI,Production
7724,38,29,0.91,68434,1,2,4,21,Bac,Manager,CDD,RH
7725,23,7,0.3,51088,0,3,8,8,Master,Directeur,CDI,Finance
7726,34,23,0.77,59430,1,1,5,26,Licence,Manager,CDI,IT
7727,52,18,0.24,40817,0,1,2,0,Licence,Technicien,CDD,RH
7728,50,2,0.65,35365,1,1,5,17,Licence,Commercial,CDD,IT
7729,49,14,0.88,67400,1,2,8,5,Doctorat,Manager,CDD,IT
7730,48,5,0.51,62535,0,3,9,11,Master,Technicien,CDD,IT
7731,36,17,0.75,62842,0,0,6,27,Doctorat,Commercial,CDD,RH
7732,52,18,0.84,61845,0,4,3,22,Licence,Manager,CDI,Finance
7733,36,29,0.22,48983,0,3,3,28,Doctorat,Commercial,CDI,Finance
7734,54,12,0.74,32832,0,4,0,2,Bac,Directeur,CDI,Ventes
7735,41,11,0.93,36670,0,3,2,0,Master,Directeur,CDD,Production
7736,33,33,0.62,55809,1,2,8,6,Licence,Technicien,CDI,Production
7737,58,11,0.27,46069,1,0,0,27,Bac,Commercial,CDI,Finance
7738,30,23,0.21,57911,1,2,1,17,Doctorat,Technicien,CDD,Production
7739,44,3,0.33,43166,1,1,1,11,Bac,Directeur,CDD,Finance
7740,29,13,0.19,62139,1,0,7,28,Licence,Manager,CDI,IT
7741,53,16,0.56,33459,1,3,5,21,Master,Commercial,CDD,Ventes
7742,35,2,0.16,56476,1,2,6,19,Master,Technicien,CDI,Production
7743,48,22,0.3,55177,1,4,3,15,Licence,Directeur,CDI,IT
7744,46,12,0.5,31423,0,2,3,25,Master,Manager,CDD,Production
7745,34,8,0.53,48360,1,2,3,19,Bac,Directeur,CDD,Ventes
7746,42,20,0.61,29398,1,3,5,24,Licence,Directeur,CDD,RH
7747,52,7,0.74,58232,0,3,3,6,Doctorat,Manager,CDD,Ventes
7748,58,16,0.14,33361,0,1,0,16,Master,Manager,CDI,IT
7749,26,15,0.17,29401,1,0,0,3,Doctorat,Commercial,CDI,Ventes
7750,34,15,0.15,54284,0,2,7,9,Master,Manager,CDI,IT
7751,49,27,0.48,29412,0,4,1,5,Master,Manager,CDI,Ventes
7752,46,15,0.14,50814,0,3,8,1,Licence,Directeur,CDD,Production
7753,56,13,0.77,31230,0,3,9,3,Licence,Directeur,CDI,Ventes
7754,60,19,0.3,68289,1,1,7,17,Bac,Directeur,CDD,Ventes
7755,28,33,0.95,66617,0,0,0,0,Doctorat,Manager,CDD,Finance
7756,59,28,0.54,66824,1,1,9,0,Doctorat,Commercial,CDD,Ventes
7757,53,2,0.5,44179,0,3,7,15,Licence,Directeur,CDI,Production
7758,24,9,0.8,63027,0,4,8,24,Licence,Directeur,CDD,IT
7759,60,19,0.74,34276,0,1,3,12,Doctorat,Manager,CDI,RH
7760,58,1,0.65,49768,0,2,6,13,Doctorat,Manager,CDD,RH
7761,43,26,0.94,51132,0,3,3,10,Master,Technicien,CDI,RH
7762,29,31,0.48,37575,0,3,2,24,Master,Manager,CDI,RH
7763,38,9,0.83,35831,0,1,0,19,Licence,Directeur,CDD,IT
7764,48,16,0.44,30812,0,4,1,29,Doctorat,Manager,CDD,IT
7765,54,32,0.85,63243,0,1,6,28,Master,Technicien,CDI,RH
7766,38,5,0.33,51357,1,4,5,7,Master,Commercial,CDD,Ventes
7767,33,17,0.36,31100,1,3,7,27,Doctorat,Technicien,CDD,Ventes
7768,48,8,0.71,47785,1,1,2,9,Doctorat,Commercial,CDD,Finance
7769,29,7,0.29,65783,0,0,5,15,Licence,Commercial,CDI,IT
7770,44,24,0.31,51021,0,1,5,26,Doctorat,Directeur,CDI,Finance
7771,50,30,0.37,28387,0,1,1,6,Licence,Manager,CDD,Production
7772,41,3,0.71,50248,1,0,0,4,Master,Manager,CDD,IT
7773,37,19,0.9,59454,0,0,1,9,Bac,Technicien,CDD,RH
7774,38,27,0.71,41192,1,2,8,17,Bac,Manager,CDI,RH
7775,37,0,0.85,30380,1,0,5,24,Doctorat,Commercial,CDI,Finance
7776,40,22,0.59,65103,0,4,2,6,Licence,Directeur,CDD,IT
7777,29,12,0.16,56853,1,2,9,3,Bac,Directeur,CDD,Ventes
7778,59,15,0.19,62048,0,4,6,9,Master,Commercial,CDD,IT
7779,59,25,0.6,28743,1,2,0,29,Master,Commercial,CDD,Finance
7780,50,30,0.4,68124,0,2,7,17,Licence,Commercial,CDD,Finance
7781,57,0,0.3,41128,0,4,9,17,Bac,Commercial,CDD,RH
7782,47,16,0.52,68791,0,3,6,2,Master,Manager,CDI,RH
7783,52,15,0.7,41566,0,3,2,12,Master,Commercial,CDD,Production
7784,33,9,0.45,69302,0,1,3,13,Doctorat,Manager,CDI,Finance
7785,38,30,0.82,39475,1,3,6,21,Bac,Directeur,CDD,Production
7786,36,9,0.76,45014,0,1,3,13,Doctorat,Manager,CDD,Production
7787,30,33,0.76,61065,0,3,4,0,Master,Commercial,CDD,RH
7788,60,5,0.99,68916,1,1,0,4,Master,Technicien,CDI,Ventes
7789,33,27,0.37,59898,1,1,4,9,Bac,Technicien,CDI,RH
7790,53,27,0.68,69657,0,0,9,13,Bac,Manager,CDD,IT
7791,46,12,0.87,66084,1,1,9,18,Licence,Technicien,CDD,Ventes
7792,60,11,0.62,58544,0,4,3,22,Bac,Directeur,CDI,Finance
7793,39,1,0.81,45889,0,4,2,6,Licence,Manager,CDD,Ventes
7794,36,7,0.47,38952,0,1,8,25,Doctorat,Technicien,CDI,Finance
7795,53,8,0.63,36570,1,4,0,14,Bac,Directeur,CDD,Finance
7796,27,7,0.15,36897,0,3,9,27,Doctorat,Manager,CDI,Production
7797,56,2,0.99,46798,0,4,4,20,Doctorat,Manager,CDD,IT
7798,55,8,0.82,33656,0,0,9,8,Licence,Manager,CDD,RH
7799,59,12,0.88,53346,0,4,1,26,Master,Manager,CDI,Production
7800,26,8,0.72,40193,0,3,4,28,Licence,Commercial,CDD,Production
7801,39,30,0.27,33147,0,3,4,9,Licence,Technicien,CDI,IT
7802,37,24,0.13,39656,0,1,9,7,Doctorat,Manager,CDI,RH
7803,29,7,0.88,65212,1,2,0,8,Master,Manager,CDI,Production
7804,46,30,0.46,41429,0,3,3,10,Bac,Technicien,CDI,Ventes
7805,53,30,0.34,68315,0,1,6,21,Bac,Technicien,CDI,RH
7806,47,16,0.61,45830,0,1,0,7,Doctorat,Directeur,CDI,IT
7807,43,18,0.48,56764,1,4,9,25,Licence,Technicien,CDI,Ventes
7808,52,2,0.69,30402,1,4,1,17,Bac,Manager,CDD,Ventes
7809,31,29,0.54,33642,0,1,3,4,Licence,Commercial,CDI,Production
7810,33,9,0.73,46210,0,0,9,7,Master,Technicien,CDI,IT
7811,49,28,0.87,35918,1,1,1,1,Bac,Commercial,CDI,IT
7812,27,17,0.28,45476,0,4,1,17,Bac,Manager,CDD,Production
7813,41,11,0.4,49061,0,3,0,18,Bac,Technicien,CDI,RH
7814,26,22,0.49,60891,0,0,1,17,Doctorat,Commercial,CDI,Finance
7815,44,10,0.97,58429,0,2,2,19,Master,Directeur,CDD,Production
7816,30,8,0.43,56170,1,3,3,15,Licence,Directeur,CDD,Ventes
7817,50,23,0.44,66565,0,4,0,3,Licence,Directeur,CDI,Finance
7818,37,24,0.69,61370,1,3,0,16,Master,Directeur,CDD,RH
7819,43,24,0.48,48215,0,3,6,5,Licence,Commercial,CDD,RH
7820,29,8,0.96,69264,1,4,4,11,Doctorat,Commercial,CDD,RH
7821,41,11,0.91,31228,0,3,6,6,Licence,Commercial,CDD,Finance
7822,35,10,0.56,55735,0,1,9,22,Doctorat,Commercial,CDI,Production
7823,60,27,0.68,37443,1,0,8,13,Doctorat,Directeur,CDI,IT
7824,58,7,0.15,67276,0,4,0,11,Master,Commercial,CDI,Production
7825,55,9,0.73,59711,1,0,7,20,Doctorat,Technicien,CDI,Production
